order_id,customer_id,order_date,status,region_code
493,524,2026-01-01 15:57:50,SHIPPED,NORTH
494,160,2025-08-30 05:42:19,DELIVERED,SOUTH
495,308,2026-07-03 05:28:15,RETURNED,NORTH
496,495,2026-06-03 06:47:32,DELIVERED,CENTRAL
497,98,2025-11-18 10:05:34,DELIVERED,CENTRAL
498,58,2025-07-27 04:34:19,CANCELLED,WEST
499,124,2026-01-08 14:39:39,DELIVERED,CENTRAL
500,392,2025-09-14 17:43:55,SHIPPED,CENTRAL
501,515,2026-02-22 06:05:51,DELIVERED,WEST
502,590,2026-05-31 05:59:19,SHIPPED,WEST
503,345,2025-12-13 12:17:17,PLACED,WEST
504,409,2025-07-21 23:09:26,PLACED,SOUTH
505,203,2026-04-06 11:44:27,SHIPPED,CENTRAL
506,537,16-09-2025,DELIVERED,EAST
507,590,2025-10-03 05:13:07,DELIVERED,EAST
508,353,22-09-2025,SHIPPED,EAST
509,453,2025-10-28 23:27:01,RETURNED,SOUTH
510,383,2026-06-24 15:57:01,PLACED,NORTH
511,152,2025-07-24 00:11:56,PLACED,NORTH
512,483,2026-03-12 03:58:08,DELIVERED,SOUTH
513,265,2025-10-15 12:05:34,RETURNED,NORTH
514,540,2025-11-04 00:11:40,SHIPPED,CENTRAL
515,477,20-12-2025,DELIVERED,EAST
516,369,13-02-2026,CANCELLED,WEST
517,390,2025-08-03 10:05:40,RETURNED,WEST
518,545,2025-10-28 22:42:17,RETURNED,CENTRAL
519,23,2025-09-02 13:51:08,SHIPPED,WEST
520,161,2025-09-27 04:24:06,DELIVERED,EAST
521,514,25-06-2026,SHIPPED,WEST
522,31,2026-02-03 05:51:43,SHIPPED,EAST
523,141,2026-03-16 17:51:17,RETURNED,CENTRAL
524,233,2026-05-23 12:44:56,DELIVERED,EAST
525,338,2026-05-20 15:15:25,DELIVERED,CENTRAL
526,208,2026-08-05 13:48:32,DELIVERED,CENTRAL
527,441,2026-05-15 12:32:00,PLACED,CENTRAL
528,326,2025-11-29 07:41:13,DELIVERED,SOUTH
529,150,2026-02-10 15:22:48,CANCELLED,WEST
530,311,2026-01-17 23:27:07,CANCELLED,EAST
531,193,2026-07-06 05:35:37,DELIVERED,CENTRAL
532,581,2026-01-24 23:34:27,SHIPPED,NORTH
533,489,2025-12-10 21:28:54,DELIVERED,EAST
534,397,2025-09-19 09:58:45,SHIPPED,NORTH
535,16,2025-11-13 09:49:10,SHIPPED,SOUTH
536,68,2025-10-04 22:04:08,DELIVERED,CENTRAL
537,333,2026-06-29 13:04:44,DELIVERED,NORTH
538,390,2026-05-14 04:28:39,RETURNED,CENTRAL
539,538,2025-08-02 11:25:53,PLACED,NORTH
540,44,2026-08-06 10:00:11,DELIVERED,NORTH
541,529,2026-02-04 16:12:10,SHIPPED,WEST
542,312,2026-05-09 13:28:09,SHIPPED,EAST
543,56,2026-08-09 14:38:16,DELIVERED,WEST
544,513,2026-07-30 11:25:17,RETURNED,CENTRAL
545,424,18-08-2025,DELIVERED,SOUTH
546,93,2026-03-27 01:39:58,RETURNED,SOUTH
547,127,2025-10-23 16:57:29,DELIVERED,NORTH
548,394,2026-05-29 02:44:05,DELIVERED,SOUTH
549,390,2026-07-08 01:05:10,SHIPPED,SOUTH
550,149,2025-08-01 09:58:15,DELIVERED,EAST
551,457,2026-08-08 08:08:11,CANCELLED,SOUTH
552,,05-10-2025,DELIVERED,WEST
553,6,2026-06-10 01:33:12,SHIPPED,WEST
554,453,2026-05-21 15:24:23,SHIPPED,CENTRAL
555,571,2025-11-27 14:48:16,SHIPPED,NORTH
556,38,07-06-2026,DELIVERED,CENTRAL
557,90,2026-06-09 13:21:54,SHIPPED,EAST
558,587,2025-09-17 22:42:55,DELIVERED,CENTRAL
559,37,2026-03-01 14:57:57,DELIVERED,WEST
560,438,25-05-2026,DELIVERED,NORTH
561,282,2026-04-12 04:32:28,SHIPPED,SOUTH
562,112,2026-07-06 17:57:37,DELIVERED,NORTH
563,295,2025-07-21 11:02:57,SHIPPED,CENTRAL
564,363,2026-04-13 08:23:25,DELIVERED,WEST
565,185,2026-07-20 00:39:27,SHIPPED,SOUTH
566,,2026-02-18 04:33:05,PLACED,SOUTH
567,425,2026-02-17 23:49:43,DELIVERED,SOUTH
568,,2025-09-22 17:52:22,DELIVERED,EAST
569,564,05-08-2026,DELIVERED,EAST
570,583,23-06-2026,SHIPPED,EAST
571,491,2026-01-20 23:04:59,DELIVERED,WEST
572,472,2025-11-09 12:34:29,SHIPPED,WEST
573,58,2026-01-20 06:05:29,DELIVERED,EAST
574,20,2025-08-14 23:58:33,DELIVERED,EAST
575,153,10-10-2025,RETURNED,CENTRAL
576,585,2025-10-04 20:03:50,PLACED,EAST
577,323,2026-02-03 11:53:01,PLACED,SOUTH
578,310,2025-07-10 13:49:36,PLACED,NORTH
579,95,08-07-2026,DELIVERED,CENTRAL
580,349,2025-09-27 23:26:46,DELIVERED,EAST
581,101,2025-08-30 21:49:16,DELIVERED,SOUTH
582,38,2026-04-19 19:49:24,DELIVERED,NORTH
583,46,2026-07-08 15:31:29,PLACED,WEST
584,106,2026-06-09 04:28:25,SHIPPED,CENTRAL
585,215,2025-11-15 06:32:02,SHIPPED,EAST
586,121,2025-07-18 23:18:57,PLACED,CENTRAL
587,105,2026-02-27 06:52:15,SHIPPED,SOUTH
588,291,2026-07-08 00:45:02,SHIPPED,EAST
589,52,2026-05-12 12:52:59,DELIVERED,NORTH
590,89,2026-06-10 01:19:25,DELIVERED,CENTRAL
591,457,2026-06-15 15:59:17,CANCELLED,CENTRAL
592,477,2026-07-25 04:02:28,CANCELLED,WEST
593,318,2025-12-05 01:06:17,DELIVERED,SOUTH
594,148,2026-07-17 19:10:14,RETURNED,WEST
595,339,2025-12-13 17:57:10,DELIVERED,NORTH
596,116,2025-08-19 06:14:24,SHIPPED,EAST
597,131,2025-11-06 15:24:17,DELIVERED,NORTH
598,73,2025-09-02 06:24:28,DELIVERED,WEST
599,250,2025-09-10 14:12:55,DELIVERED,EAST
600,442,2026-07-20 11:25:40,DELIVERED,CENTRAL
601,178,19-05-2026,RETURNED,CENTRAL
602,118,2026-07-25 05:01:19,DELIVERED,WEST
603,416,2026-03-24 00:44:08,CANCELLED,WEST
604,63,2025-09-17 04:42:15,CANCELLED,NORTH
605,153,2026-07-28 09:43:02,DELIVERED,WEST
606,325,2026-04-10 13:56:57,DELIVERED,WEST
607,353,2026-07-12 15:02:48,DELIVERED,CENTRAL
608,131,17-05-2026,RETURNED,NORTH
609,,2025-10-06 14:05:34,PLACED,EAST
610,241,2026-02-28 05:05:21,DELIVERED,WEST
611,446,2025-09-17 15:36:32,DELIVERED,SOUTH
612,369,2025-11-08 15:24:40,RETURNED,SOUTH
613,74,2026-04-08 13:54:21,CANCELLED,WEST
614,140,2025-08-29 16:00:29,DELIVERED,WEST
615,436,2026-04-24 12:42:12,DELIVERED,WEST
616,232,2026-07-20 12:19:32,DELIVERED,SOUTH
617,276,2026-07-20 11:28:18,DELIVERED,NORTH
618,378,2025-12-12 04:02:40,DELIVERED,SOUTH
619,540,2026-08-07 12:07:14,DELIVERED,WEST
620,536,2026-07-26 23:56:20,DELIVERED,NORTH
621,553,2025-07-23 02:41:08,PLACED,EAST
622,12,2026-03-05 12:38:04,DELIVERED,EAST
623,302,09-07-2026,RETURNED,EAST
624,578,2026-07-27 22:13:17,DELIVERED,CENTRAL
625,299,2025-10-05 15:51:55,SHIPPED,NORTH
626,79,2026-02-18 22:59:59,PLACED,EAST
627,264,2026-07-15 17:28:51,SHIPPED,CENTRAL
628,458,2025-09-03 22:11:29,DELIVERED,SOUTH
629,541,2026-05-01 01:25:23,PLACED,SOUTH
630,158,2025-10-12 10:10:06,DELIVERED,WEST
631,451,2026-08-02 19:08:39,DELIVERED,EAST
632,271,2025-09-14 16:45:57,SHIPPED,WEST
633,488,2026-06-25 09:56:58,DELIVERED,WEST
634,400,2025-08-14 09:26:30,CANCELLED,NORTH
635,460,2026-04-16 16:09:45,DELIVERED,NORTH
636,545,2026-03-20 01:05:20,DELIVERED,EAST
637,274,2026-06-25 22:36:13,DELIVERED,WEST
638,248,2026-01-02 22:19:20,SHIPPED,EAST
639,185,23-10-2025,PLACED,NORTH
640,,2025-10-16 23:44:31,DELIVERED,SOUTH
641,258,06-08-2025,PLACED,CENTRAL
642,223,2025-10-19 19:17:25,DELIVERED,NORTH
643,134,2025-08-22 00:42:01,DELIVERED,SOUTH
644,189,2025-07-10 19:29:57,RETURNED,WEST
645,284,2025-12-09 22:17:02,DELIVERED,EAST
646,76,26-04-2026,DELIVERED,NORTH
647,272,28-07-2026,RETURNED,SOUTH
648,183,2026-06-25 02:39:29,DELIVERED,WEST
649,109,2026-01-21 07:12:02,PLACED,NORTH
650,257,07-12-2025,DELIVERED,NORTH
651,400,2026-02-11 05:40:30,RETURNED,CENTRAL
652,,2025-08-19 10:00:08,DELIVERED,WEST
653,72,15-01-2026,RETURNED,WEST
654,549,2026-06-17 00:04:46,DELIVERED,WEST
655,93,2026-03-24 17:43:04,SHIPPED,WEST
656,297,2026-04-08 01:12:23,PLACED,WEST
657,307,2025-09-12 15:07:09,DELIVERED,EAST
658,449,2025-08-08 10:55:06,SHIPPED,CENTRAL
659,399,2026-06-09 18:30:19,SHIPPED,CENTRAL
660,461,03-11-2025,SHIPPED,EAST
661,44,2025-11-13 08:17:40,DELIVERED,CENTRAL
662,550,2026-07-21 15:36:11,RETURNED,NORTH
663,501,2025-08-08 15:34:43,RETURNED,NORTH
664,134,2025-09-15 13:48:54,RETURNED,NORTH
665,175,05-12-2025,CANCELLED,NORTH
666,226,2026-04-25 18:38:22,SHIPPED,WEST
667,590,2026-02-11 15:22:39,RETURNED,SOUTH
668,178,2026-06-30 11:28:19,PLACED,WEST
669,379,2025-08-16 03:00:00,RETURNED,NORTH
670,386,02-03-2026,DELIVERED,NORTH
671,,2026-03-09 23:27:58,DELIVERED,EAST
672,488,2026-01-17 05:00:49,DELIVERED,CENTRAL
673,245,2025-07-22 13:29:50,PLACED,SOUTH
674,91,2026-07-18 00:05:48,SHIPPED,NORTH
675,197,2025-09-13 13:20:04,PLACED,EAST
676,553,2026-06-27 04:01:24,DELIVERED,SOUTH
677,199,2025-09-10 10:25:04,CANCELLED,WEST
678,164,19-08-2025,DELIVERED,EAST
679,258,2025-09-29 14:13:39,DELIVERED,NORTH
680,54,2025-09-23 10:29:16,DELIVERED,WEST
681,73,2026-04-12 00:27:41,DELIVERED,EAST
682,334,2026-04-21 20:13:56,SHIPPED,SOUTH
683,205,2026-04-24 23:33:07,DELIVERED,WEST
684,447,2025-10-23 04:58:41,DELIVERED,WEST
685,469,2025-10-29 15:17:11,RETURNED,SOUTH
686,33,12-10-2025,PLACED,WEST
687,176,2025-07-29 22:25:54,SHIPPED,SOUTH
688,175,2026-02-21 10:01:47,SHIPPED,WEST
689,501,2026-06-07 10:25:56,DELIVERED,WEST
690,439,2025-09-09 01:04:04,SHIPPED,CENTRAL
691,153,2025-11-29 23:58:53,DELIVERED,NORTH
692,,2025-12-26 09:45:53,PLACED,CENTRAL
693,101,2025-11-03 18:55:13,DELIVERED,NORTH
694,417,2026-03-29 02:36:00,SHIPPED,NORTH
695,,2026-03-04 16:00:33,DELIVERED,CENTRAL
696,25,2025-09-27 06:27:40,PLACED,WEST
697,380,2025-07-20 11:35:53,PLACED,NORTH
698,341,2025-09-15 20:42:53,DELIVERED,CENTRAL
699,213,2025-11-02 16:56:02,CANCELLED,NORTH
700,373,2025-08-11 16:59:54,DELIVERED,CENTRAL
701,,2026-06-08 23:35:08,DELIVERED,CENTRAL
702,210,2025-11-09 05:56:03,DELIVERED,WEST
703,595,2025-12-14 11:43:05,DELIVERED,SOUTH
704,274,2026-01-19 17:22:37,PLACED,EAST
705,498,2026-03-28 17:17:50,DELIVERED,CENTRAL
706,546,2025-08-15 08:19:24,DELIVERED,NORTH
707,469,2026-02-10 11:39:41,SHIPPED,NORTH
708,283,2025-09-21 10:03:17,SHIPPED,SOUTH
709,24,2026-06-25 11:35:10,DELIVERED,SOUTH
710,431,2025-12-03 09:20:44,SHIPPED,NORTH
711,,2026-01-02 14:12:38,DELIVERED,EAST
712,352,2025-10-22 10:17:32,DELIVERED,CENTRAL
713,456,2026-01-10 05:13:24,CANCELLED,EAST
714,267,2025-10-07 18:36:51,SHIPPED,NORTH
715,292,2025-10-24 12:16:20,RETURNED,CENTRAL
716,180,2025-08-03 16:21:41,DELIVERED,SOUTH
717,120,2026-05-03 18:50:00,PLACED,EAST
718,211,31-03-2026,SHIPPED,EAST
719,460,2025-08-13 04:47:28,SHIPPED,NORTH
720,512,2025-11-23 06:16:39,RETURNED,SOUTH
721,,2026-02-09 10:15:14,SHIPPED,EAST
722,297,2026-07-29 04:20:41,RETURNED,SOUTH
723,453,2026-02-28 12:27:25,DELIVERED,NORTH
724,565,14-02-2026,DELIVERED,SOUTH
725,95,2026-06-07 19:22:45,SHIPPED,CENTRAL
726,285,2026-05-29 22:51:22,CANCELLED,NORTH
727,404,2025-12-22 20:35:36,DELIVERED,NORTH
728,370,2026-02-07 01:55:42,DELIVERED,WEST
729,292,2026-06-18 03:03:55,DELIVERED,CENTRAL
730,455,2026-01-14 01:55:01,DELIVERED,SOUTH
731,435,2026-06-23 23:09:06,CANCELLED,CENTRAL
732,213,2026-01-14 15:33:50,DELIVERED,EAST
733,385,2025-08-10 12:42:18,RETURNED,WEST
734,474,2026-07-02 07:38:03,PLACED,SOUTH
735,297,18-04-2026,CANCELLED,CENTRAL
736,573,2026-01-24 20:48:17,DELIVERED,SOUTH
737,484,2026-07-01 09:35:41,SHIPPED,SOUTH
738,251,2026-05-22 20:26:45,DELIVERED,NORTH
739,371,2026-04-04 05:51:01,CANCELLED,WEST
740,123,2026-03-12 14:22:35,PLACED,EAST
741,60,2025-08-26 20:56:23,DELIVERED,EAST
742,280,2026-05-05 17:50:54,RETURNED,NORTH
743,543,16-09-2025,SHIPPED,SOUTH
744,172,2026-08-03 14:00:56,CANCELLED,EAST
745,372,2026-07-29 18:11:43,CANCELLED,NORTH
746,289,2026-05-26 00:28:21,SHIPPED,SOUTH
747,159,2025-08-29 04:58:33,DELIVERED,CENTRAL
748,539,2025-12-24 17:36:28,DELIVERED,NORTH
749,79,2026-08-05 03:08:38,PLACED,EAST
750,372,2025-12-29 11:40:27,RETURNED,CENTRAL
751,351,2026-08-08 16:27:42,DELIVERED,NORTH
752,146,2026-03-15 08:22:07,SHIPPED,NORTH
753,115,2026-06-05 03:53:35,DELIVERED,NORTH
754,34,2025-10-20 06:56:58,PLACED,NORTH
755,45,2026-07-05 11:49:17,DELIVERED,NORTH
756,211,2026-07-06 19:48:04,DELIVERED,NORTH
757,285,2025-08-05 19:21:10,SHIPPED,CENTRAL
758,248,10-12-2025,CANCELLED,NORTH
759,197,2025-12-14 10:39:06,DELIVERED,NORTH
760,102,2025-11-16 06:37:20,CANCELLED,WEST
761,190,2025-10-27 12:46:21,SHIPPED,EAST
762,435,2026-01-07 11:43:40,PLACED,EAST
763,113,2026-06-20 17:26:34,DELIVERED,EAST
764,42,2026-05-17 08:31:23,DELIVERED,WEST
765,320,2026-03-13 16:48:26,SHIPPED,WEST
766,439,01-02-2026,CANCELLED,WEST
767,377,2025-12-23 05:43:17,DELIVERED,NORTH
768,536,2025-12-21 04:49:44,PLACED,WEST
769,105,2025-09-06 21:54:33,SHIPPED,EAST
770,347,2026-02-27 19:26:45,DELIVERED,SOUTH
771,512,2026-05-06 05:07:47,DELIVERED,EAST
772,410,2026-07-16 21:35:43,RETURNED,WEST
773,151,2026-07-11 01:52:11,SHIPPED,WEST
774,138,2026-02-17 19:47:37,CANCELLED,WEST
775,184,2025-08-19 05:50:38,SHIPPED,CENTRAL
776,79,2025-10-31 10:39:30,DELIVERED,WEST
777,510,2026-02-07 03:03:30,SHIPPED,CENTRAL
778,33,2025-11-23 07:00:57,PLACED,WEST
779,386,19-12-2025,SHIPPED,EAST
780,169,2025-12-08 18:49:14,DELIVERED,WEST
781,583,2026-01-18 08:02:39,DELIVERED,CENTRAL
782,576,2026-03-08 03:01:25,DELIVERED,WEST
783,387,2025-07-25 02:55:40,RETURNED,EAST
784,47,2025-10-27 05:18:22,CANCELLED,CENTRAL
785,,2025-09-05 04:39:04,PLACED,EAST
786,422,2026-03-08 00:06:40,SHIPPED,EAST
787,68,2026-04-10 14:54:23,SHIPPED,CENTRAL
788,472,2025-07-25 15:25:34,DELIVERED,WEST
789,481,2026-06-27 02:19:27,DELIVERED,WEST
790,101,2025-11-18 09:33:47,DELIVERED,EAST
791,348,2025-10-12 06:12:51,RETURNED,SOUTH
792,78,2026-05-01 05:16:51,SHIPPED,NORTH
793,588,2026-07-09 11:01:16,DELIVERED,NORTH
794,593,2026-06-30 01:06:00,PLACED,CENTRAL
795,215,18-07-2025,CANCELLED,CENTRAL
796,444,2026-05-29 13:10:56,DELIVERED,EAST
797,465,2025-11-07 03:38:47,CANCELLED,CENTRAL
798,591,2025-10-29 04:07:15,CANCELLED,WEST
799,546,2026-01-20 17:19:02,RETURNED,CENTRAL
800,62,2026-04-11 14:50:20,PLACED,SOUTH
801,308,2025-08-18 03:31:29,CANCELLED,NORTH
802,423,2026-06-18 22:06:16,SHIPPED,CENTRAL
803,245,2025-09-01 10:47:53,SHIPPED,EAST
804,574,2026-07-30 13:41:42,RETURNED,SOUTH
805,140,2026-01-01 12:55:12,SHIPPED,CENTRAL
806,44,2026-06-01 21:15:43,PLACED,NORTH
807,306,2025-10-24 20:24:55,DELIVERED,EAST
808,93,2025-12-22 02:56:46,CANCELLED,SOUTH
809,513,2026-03-22 14:19:34,CANCELLED,CENTRAL
810,93,2025-09-22 15:02:41,CANCELLED,EAST
811,400,2025-10-01 21:39:19,RETURNED,SOUTH
812,180,2026-06-01 03:39:59,DELIVERED,CENTRAL
813,547,2026-04-29 07:40:35,SHIPPED,WEST
814,253,2026-05-06 15:43:15,RETURNED,EAST
815,377,18-06-2026,RETURNED,CENTRAL
816,,2026-05-30 23:38:55,PLACED,SOUTH
817,394,2026-01-30 01:47:06,DELIVERED,NORTH
818,243,2025-09-11 04:09:12,RETURNED,WEST
819,262,2025-11-10 08:13:17,DELIVERED,EAST
820,165,2026-01-26 17:21:14,CANCELLED,WEST
821,281,2025-09-01 22:47:51,RETURNED,WEST
822,341,2026-06-11 23:01:04,CANCELLED,SOUTH
823,519,2026-06-23 01:07:13,DELIVERED,CENTRAL
824,465,2025-07-21 18:05:16,DELIVERED,SOUTH
825,140,2026-08-16 18:22:47,SHIPPED,NORTH
826,256,2026-06-04 16:42:39,CANCELLED,SOUTH
827,421,2026-06-06 07:07:07,DELIVERED,SOUTH
828,336,2025-10-16 23:15:42,DELIVERED,SOUTH
829,387,2026-01-06 19:30:44,SHIPPED,NORTH
830,235,2026-07-08 08:24:33,SHIPPED,SOUTH
831,,2026-04-14 23:02:55,PLACED,EAST
832,581,2025-10-26 15:40:16,DELIVERED,WEST
833,507,2026-05-31 23:16:15,SHIPPED,EAST
834,507,2026-01-26 01:30:51,SHIPPED,SOUTH
835,290,2026-03-18 14:02:22,SHIPPED,SOUTH
836,,2025-08-28 07:01:19,DELIVERED,SOUTH
837,470,2025-07-22 09:24:58,CANCELLED,WEST
838,393,2025-12-04 14:26:11,SHIPPED,NORTH
839,54,2026-03-02 05:25:52,RETURNED,CENTRAL
840,47,2025-09-18 12:47:37,DELIVERED,WEST
841,136,2026-06-19 13:06:27,DELIVERED,EAST
842,505,2026-02-27 09:26:37,PLACED,EAST
843,444,2025-11-25 14:55:29,PLACED,SOUTH
844,288,2025-09-12 23:15:14,SHIPPED,EAST
845,271,2026-06-29 00:59:53,SHIPPED,WEST
846,155,2026-05-02 11:45:35,DELIVERED,WEST
847,153,2026-04-08 17:14:51,DELIVERED,SOUTH
848,447,2025-10-31 00:56:40,DELIVERED,WEST
849,575,2025-12-10 04:14:59,CANCELLED,SOUTH
850,96,2025-09-12 17:30:01,CANCELLED,CENTRAL
851,577,2026-02-21 14:39:49,DELIVERED,NORTH
852,585,2026-07-26 21:24:40,SHIPPED,WEST
853,337,2026-06-14 06:12:58,DELIVERED,WEST
854,109,2026-03-23 07:38:53,PLACED,WEST
855,276,04-04-2026,RETURNED,CENTRAL
856,333,2025-10-24 17:13:21,RETURNED,CENTRAL
857,50,2025-12-19 05:59:20,DELIVERED,NORTH
858,391,2025-07-18 05:39:26,SHIPPED,WEST
859,214,2026-05-14 21:13:58,SHIPPED,SOUTH
860,503,2026-05-09 20:24:11,RETURNED,CENTRAL
861,99,2025-07-13 19:47:27,DELIVERED,WEST
862,577,2026-07-05 18:34:09,DELIVERED,EAST
863,445,2026-03-23 07:34:08,DELIVERED,WEST
864,159,2026-03-05 00:48:07,DELIVERED,NORTH
865,448,2025-07-13 15:40:09,SHIPPED,SOUTH
866,308,2025-10-18 02:47:14,SHIPPED,NORTH
867,47,2026-05-24 16:26:20,DELIVERED,WEST
868,583,2025-11-08 02:28:11,DELIVERED,CENTRAL
869,,2026-07-27 17:24:26,DELIVERED,WEST
870,,2026-03-21 11:36:49,SHIPPED,WEST
871,461,2025-12-24 21:42:25,RETURNED,SOUTH
872,81,2025-12-06 04:28:59,CANCELLED,NORTH
873,19,2025-11-25 04:57:09,SHIPPED,WEST
874,415,2025-10-17 23:04:10,DELIVERED,WEST
875,370,2026-01-10 20:47:21,DELIVERED,EAST
876,139,2026-04-04 02:38:07,PLACED,SOUTH
877,215,2026-06-01 06:54:24,SHIPPED,CENTRAL
878,309,2025-12-14 08:43:49,DELIVERED,NORTH
879,157,2025-08-19 18:23:16,DELIVERED,NORTH
880,600,2026-01-28 14:08:12,CANCELLED,WEST
881,9,2026-03-29 05:46:54,DELIVERED,WEST
882,593,2026-06-08 18:58:53,SHIPPED,WEST
883,526,2025-12-05 07:10:09,DELIVERED,WEST
884,63,2026-03-23 07:17:22,SHIPPED,NORTH
885,428,2026-03-08 03:51:31,DELIVERED,EAST
886,447,2025-11-05 08:11:12,SHIPPED,EAST
887,520,2025-08-22 01:21:50,SHIPPED,CENTRAL
888,480,2025-08-04 13:13:11,DELIVERED,WEST
889,369,2026-08-05 03:54:47,CANCELLED,CENTRAL
890,89,2026-03-20 15:15:00,SHIPPED,CENTRAL
891,426,2026-06-15 23:47:27,SHIPPED,CENTRAL
892,,2025-10-21 13:53:43,DELIVERED,SOUTH
893,516,17-04-2026,DELIVERED,CENTRAL
894,576,2026-06-28 04:53:42,SHIPPED,EAST
895,571,2025-11-05 11:10:41,DELIVERED,CENTRAL
896,107,2025-09-07 14:19:28,DELIVERED,WEST
897,114,2026-05-09 00:29:15,DELIVERED,NORTH
898,43,2026-07-01 02:18:19,PLACED,SOUTH
899,161,2026-05-24 19:42:22,DELIVERED,WEST
900,102,2026-05-23 14:36:22,CANCELLED,NORTH
901,450,2026-03-04 14:16:47,PLACED,WEST
902,518,2026-03-28 12:27:34,DELIVERED,WEST
903,252,2026-04-05 12:25:11,DELIVERED,SOUTH
904,440,2026-04-21 13:04:02,DELIVERED,CENTRAL
905,371,2026-03-26 11:46:21,DELIVERED,CENTRAL
906,87,2026-08-08 18:21:31,DELIVERED,WEST
907,38,2025-10-20 21:33:53,RETURNED,NORTH
908,533,2025-12-22 19:57:48,CANCELLED,CENTRAL
909,322,10-12-2025,SHIPPED,CENTRAL
910,151,2025-07-24 06:33:13,SHIPPED,CENTRAL
911,453,2026-04-16 07:39:01,DELIVERED,WEST
912,309,2026-02-21 12:37:02,DELIVERED,SOUTH
913,554,2025-09-23 09:49:55,DELIVERED,CENTRAL
914,164,2026-04-23 15:03:13,DELIVERED,EAST
915,312,2025-10-06 05:47:51,PLACED,NORTH
916,266,2026-02-06 17:34:58,PLACED,NORTH
917,587,2026-05-16 16:49:44,RETURNED,CENTRAL
918,547,2026-07-03 19:13:08,SHIPPED,CENTRAL
919,387,2026-04-02 00:04:13,SHIPPED,CENTRAL
920,370,2026-01-26 22:17:07,DELIVERED,WEST
921,64,2026-06-09 15:14:51,SHIPPED,NORTH
922,539,2026-06-07 17:52:30,DELIVERED,EAST
923,434,2026-06-21 22:11:12,RETURNED,WEST
924,148,2025-09-19 22:30:26,DELIVERED,CENTRAL
925,121,2025-08-17 21:41:39,PLACED,SOUTH
926,379,2025-08-29 21:39:45,CANCELLED,NORTH
927,586,2025-10-20 14:12:53,PLACED,EAST
928,311,25-05-2026,PLACED,CENTRAL
929,313,2026-05-08 00:13:37,CANCELLED,WEST
930,,20-09-2025,PLACED,WEST
931,580,2026-04-05 02:31:01,DELIVERED,CENTRAL
932,142,2025-11-20 00:50:27,DELIVERED,WEST
933,334,2025-08-14 14:53:16,DELIVERED,WEST
934,405,27-11-2025,DELIVERED,WEST
935,91,2026-04-30 14:39:57,DELIVERED,EAST
936,127,2025-11-08 17:53:53,RETURNED,CENTRAL
937,55,2026-05-17 23:08:15,DELIVERED,CENTRAL
938,124,2025-11-18 07:53:02,RETURNED,EAST
939,252,2025-10-21 08:19:04,DELIVERED,NORTH
940,329,03-11-2025,CANCELLED,NORTH
941,185,2026-06-11 22:14:41,SHIPPED,EAST
942,102,2026-01-12 09:13:15,SHIPPED,NORTH
943,418,17-06-2026,RETURNED,SOUTH
944,,2026-02-26 02:04:11,SHIPPED,WEST
945,265,2026-07-18 17:44:17,PLACED,SOUTH
946,243,2025-08-07 11:15:04,DELIVERED,NORTH
947,326,2026-06-27 00:55:04,DELIVERED,WEST
948,20,2026-01-24 05:23:25,DELIVERED,SOUTH
949,129,2026-06-18 08:47:44,PLACED,CENTRAL
950,146,2025-12-08 05:46:39,DELIVERED,CENTRAL
951,569,05-11-2025,DELIVERED,CENTRAL
952,172,2026-09-08 18:22:47,SHIPPED,EAST
953,390,2026-06-13 02:57:48,SHIPPED,CENTRAL
954,166,2025-09-02 15:04:44,SHIPPED,WEST
955,144,2025-09-27 12:21:45,CANCELLED,SOUTH
956,326,2025-12-19 02:59:45,DELIVERED,WEST
957,330,2026-02-20 11:34:19,DELIVERED,NORTH
958,137,03-07-2026,DELIVERED,NORTH
959,424,2026-01-07 06:10:06,DELIVERED,WEST
960,80,2025-11-12 10:08:51,CANCELLED,WEST
961,362,2026-04-19 07:46:39,DELIVERED,WEST
962,9,2026-05-14 08:18:05,SHIPPED,NORTH
963,21,2026-01-19 02:59:20,DELIVERED,SOUTH
964,311,2026-03-16 20:29:49,RETURNED,EAST
965,,2025-09-18 05:35:09,DELIVERED,NORTH
966,406,2026-03-18 05:23:41,DELIVERED,SOUTH
967,580,2025-07-12 04:04:32,SHIPPED,CENTRAL
968,67,2025-10-26 11:24:12,CANCELLED,CENTRAL
969,281,2026-05-07 07:51:20,RETURNED,CENTRAL
970,574,14-09-2025,DELIVERED,NORTH
971,331,2026-05-08 15:05:07,SHIPPED,CENTRAL
972,371,19-01-2026,DELIVERED,NORTH
973,431,2026-05-08 06:24:18,DELIVERED,EAST
974,586,2025-08-14 02:56:37,SHIPPED,WEST
975,256,2026-03-10 07:23:29,PLACED,NORTH
976,,17-03-2026,DELIVERED,EAST
977,254,2025-12-16 19:57:48,SHIPPED,NORTH
978,533,2026-07-27 01:18:17,DELIVERED,CENTRAL
979,98,2025-12-08 21:24:40,PLACED,NORTH
980,387,2025-07-25 05:23:32,PLACED,SOUTH
981,453,2025-09-27 03:59:18,DELIVERED,NORTH
982,573,2025-12-04 20:27:36,DELIVERED,CENTRAL
983,239,2025-07-15 20:56:46,DELIVERED,WEST
984,439,2025-11-14 17:28:38,SHIPPED,NORTH
985,337,2026-06-04 19:32:46,PLACED,NORTH
986,199,2025-09-23 16:06:39,DELIVERED,EAST
987,456,2026-04-03 22:23:00,PLACED,SOUTH
988,447,2026-03-15 03:15:01,DELIVERED,CENTRAL
