item_id,order_id,product_id,quantity,unit_price,discount_percent
1938,2006,113,2,31420.2,10
1939,2855,134,4,39375.5,15
1940,2035,18,3,5614.37,0
1941,18,144,5,22686.14,0
1942,2328,93,1,11685.29,25
1943,933,27,2,44459.96,10
1944,1276,133,3,8037.46,25
1945,1529,7,5,975.94,0
1946,708,8,5,43576.98,0
1947,1144,89,2,34998.83,20
1948,539,61,2,31053.03,30
1949,1437,30,4,1526.33,0
1950,2257,135,5,201.11,10
1951,1905,87,1,14019.81,5
1952,193,114,5,32498.82,30
1953,1985,84,3,49545.04,15
1954,398,78,3,45441.15,0
1955,1601,106,5,22293.39,30
1956,1390,27,5,34505.44,0
1957,926,142,3,2346.95,10
1958,599,28,4,9709.27,10
1959,825,147,3,46076.53,20
1960,138,114,5,43856.8,20
1961,2853,93,5,3815.05,0
1962,2645,112,4,14520.36,0
1963,2560,61,5,15885.7,25
1964,297,41,3,5520.26,10
1965,2745,134,2,12380.05,25
1966,1108,113,1,29479.57,20
1967,2085,115,3,49288.23,0
1968,904,41,4,38826.91,0
1969,1595,124,2,12495.95,0
1970,1399,118,5,29369.54,15
1971,2891,79,2,1035.06,30
1972,4,86,4,32685.5,0
1973,842,8,2,41066.63,5
1974,1662,87,2,21712.46,30
1975,2784,114,4,24941.83,0
1976,102,128,3,13935.92,5
1977,1824,9,1,4013.28,25
1978,1163,51,4,36424.03,20
1979,2878,118,4,17921.48,25
1980,1234,2,3,25104.58,20
1981,612,75,5,13738.99,25
1982,958,17,3,25180.5,25
1983,849,67,5,6860.83,5
1984,2398,135,2,1239.33,25
1985,504,55,2,35932.81,30
1986,1439,108,4,18200.76,10
1987,1904,98,-4,27425.41,5
1988,405,103,3,24602.93,25
1989,1637,96,4,43073.32,25
1990,192,144,3,36882.73,15
1991,573,112,3,9293.02,25
1992,1178,147,5,6761.27,30
1993,589,120,3,8372.23,20
1994,2867,142,3,30385.85,30
1995,2783,60,5,1783.32,20
1996,573,79,4,29228.6,5
1997,360,66,2,34830.07,5
1998,82,21,1,25440.1,0
1999,1031,129,5,16023.14,0
2000,1457,40,5,13860.18,20
2001,1037,89,4,15903.19,25
2002,2238,52,5,32853.7,15
2003,1628,109,5,32869.65,5
2004,2223,148,3,21896.29,10
2005,2677,137,2,45202.7,0
2006,2389,29,4,46716.86,10
2007,1725,44,5,34216.0,30
2008,1768,135,3,29513.24,5
2009,2313,13,0,32766.2,25
2010,2486,15,5,33821.05,0
2011,770,139,4,6253.79,15
2012,2344,11,3,19165.41,10
2013,2962,70,4,4737.83,15
2014,890,61,5,1871.65,0
2015,2998,34,4,26946.08,10
2016,220,127,3,37848.04,10
2017,1121,41,1,14911.41,15
2018,1147,95,1,10657.29,5
2019,2112,14,5,30424.67,25
2020,1086,70,1,4347.65,0
2021,395,143,2,34488.51,0
2022,2003,122,2,12899.89,20
2023,522,114,3,16058.51,30
2024,1181,120,1,21428.13,15
2025,1012,149,2,43504.59,10
2026,2900,14,2,46690.19,0
2027,1044,57,2,23653.86,30
2028,2638,85,5,22350.83,5
2029,2315,18,2,2217.89,25
2030,2821,29,2,12158.9,15
2031,2736,23,3,36982.8,20
2032,766,46,1,42825.93,15
2033,188,1,3,12596.72,5
2034,1189,65,2,28193.19,20
2035,1036,38,2,35391.8,0
2036,616,43,4,15991.05,25
2037,2570,130,4,24146.07,0
2038,895,49,5,762.52,0
2039,2727,109,2,25748.22,20
2040,1950,115,3,20688.73,25
2041,2696,80,4,13747.17,20
2042,903,48,3,39458.18,20
2043,2165,73,1,36755.6,15
2044,1281,127,2,3445.85,30
2045,2987,128,4,35196.6,15
2046,1673,84,-4,32046.25,5
2047,1834,81,2,36851.33,30
2048,573,23,1,44370.72,15
2049,1088,87,3,18444.89,5
2050,535,59,4,3550.83,0
2051,1258,55,1,2359.61,0
2052,1994,40,2,856.24,5
2053,609,80,2,31916.17,0
2054,2760,79,5,13051.98,25
2055,2773,85,2,23418.49,5
2056,2689,76,4,1251.16,25
2057,1273,78,4,30397.93,30
2058,2803,2,5,20453.31,0
2059,1459,5,5,16743.18,20
2060,1953,48,4,7359.83,0
2061,651,125,2,41404.05,20
2062,2940,43,4,13560.57,0
2063,2753,62,3,48908.14,20
2064,189,91,1,36456.94,20
2065,198,97,5,27467.43,30
2066,1929,44,3,49249.74,0
2067,2787,93,1,35378.46,20
2068,941,77,3,27034.61,5
2069,2231,64,-5,37073.02,10
2070,2399,18,2,10214.38,25
2071,1015,142,1,7929.73,0
2072,881,25,5,344.9,0
2073,408,94,2,12156.18,20
2074,2809,56,0,27687.99,0
2075,187,47,2,21351.04,0
2076,461,47,5,42416.08,5
2077,1870,125,3,34478.44,0
2078,2828,27,5,4005.16,25
2079,1404,55,2,26503.48,10
2080,2091,124,1,14269.68,25
2081,2535,30,1,44900.57,30
2082,547,124,2,1707.28,10
2083,2553,61,-5,46657.95,5
2084,2923,146,1,5707.13,0
2085,2459,55,2,11710.14,15
2086,1847,99,2,2194.41,0
2087,458,26,4,14542.16,30
2088,882,43,4,37477.53,0
2089,2071,29,1,23440.65,30
2090,556,2,2,25384.69,10
2091,1771,114,2,2087.75,10
2092,2809,87,2,47273.92,0
2093,809,20,5,3079.4,15
2094,1321,82,1,8232.64,10
2095,2005,115,1,12562.64,25
2096,203,2,5,1233.64,25
2097,2703,76,1,16130.44,0
2098,670,114,2,22162.41,0
2099,2314,7,1,11851.09,0
2100,369,41,1,21387.52,5
2101,2188,8,1,18225.64,0
2102,1644,81,1,35677.19,10
2103,1945,20,1,13612.25,15
2104,1802,146,4,47608.82,0
2105,1043,15,4,15429.88,10
2106,329,64,5,28898.59,0
2107,1124,86,4,23262.87,20
2108,2394,87,2,1497.92,25
2109,628,25,4,46602.7,25
2110,1912,11,2,27778.19,10
2111,1434,59,3,22049.37,0
2112,777,39,1,29423.4,0
2113,2147,145,5,35452.24,25
2114,1879,44,5,10787.27,15
2115,2804,5,2,44719.28,5
2116,1643,109,2,15451.32,20
2117,1172,69,2,27883.98,15
2118,1610,89,2,27676.03,30
2119,1860,104,2,12483.97,5
2120,1277,1,4,5262.81,20
2121,1107,16,1,4638.72,20
2122,1047,88,2,20087.52,30
2123,746,56,2,13833.1,15
2124,2936,31,3,46704.07,0
2125,1914,87,3,49581.75,15
2126,1184,43,1,14999.17,10
2127,2072,29,3,6194.67,20
2128,2012,45,3,29352.46,30
2129,711,65,4,32608.12,30
2130,1535,146,1,3104.71,15
2131,1070,95,1,13934.06,0
2132,961,13,3,27907.37,10
2133,806,20,1,12587.15,10
2134,978,123,5,19227.19,0
2135,195,19,3,21064.88,20
2136,109,97,5,22321.4,10
2137,603,17,5,35017.67,0
2138,37,109,1,4222.05,0
2139,675,82,1,4115.76,150
2140,216,48,4,31068.15,20
2141,2095,59,2,27731.5,0
2142,2876,141,3,23131.56,20
2143,2531,116,5,46575.19,0
2144,1140,70,2,23810.5,25
2145,2890,137,4,28961.82,0
2146,1320,70,4,34891.58,5
2147,2007,129,2,15753.86,25
2148,2704,137,2,23478.87,0
2149,2403,56,5,5213.67,0
2150,942,146,1,40434.0,0
2151,2174,92,5,48193.32,20
2152,2529,108,2,45364.73,20
2153,1992,84,1,4475.7,10
2154,677,36,4,45748.07,30
2155,536,72,3,17484.54,5
2156,1530,62,3,12246.39,25
2157,2420,85,1,20896.95,15
2158,1322,118,2,28028.53,15
2159,634,85,1,46913.66,30
2160,1718,118,5,33000.6,15
2161,647,123,5,31077.22,20
2162,664,54,5,43677.57,0
2163,918,133,3,2989.56,10
2164,1403,147,1,20771.79,15
2165,1312,57,5,10125.73,25
2166,1015,86,2,15649.03,20
2167,90,70,1,19923.73,5
2168,1670,20,1,24826.51,25
2169,736,98,3,9470.26,5
2170,169,74,1,24074.11,20
2171,1005,52,2,14629.18,0
2172,1235,64,4,2758.37,0
2173,2583,51,1,27037.35,0
2174,274,9,5,36257.1,20
2175,1875,119,4,38273.97,25
2176,1463,90,3,10440.96,30
2177,1356,65,2,5596.41,0
2178,2557,53,5,41138.13,30
2179,555,50,2,4158.14,15
2180,287,80,5,1473.17,0
2181,1026,5,4,759.58,25
2182,435,82,1,40757.58,25
2183,440,108,3,49437.85,0
2184,2372,117,2,2731.32,15
2185,692,89,2,37039.32,15
2186,845,117,4,27332.59,30
2187,2292,22,5,29493.96,10
2188,1468,22,4,29139.75,10
2189,1613,76,3,7261.76,0
2190,298,95,2,43808.51,30
2191,2206,94,3,39383.78,30
2192,2000,89,1,18818.74,0
2193,2524,59,4,47655.11,0
2194,2063,8,1,3882.05,25
2195,133,127,2,2192.5,5
2196,401,57,-3,30923.24,0
2197,1099,90,4,17298.28,0
2198,2915,52,2,24519.8,30
2199,370,91,1,26077.38,30
2200,1469,120,1,20823.2,20
2201,1726,107,5,49018.67,5
2202,979,100,3,28455.28,15
2203,2850,106,1,10392.16,15
2204,770,48,2,3778.25,0
2205,2487,104,1,7308.95,20
2206,1848,80,5,19422.25,25
2207,2153,124,5,30345.52,20
2208,350,147,4,8143.71,0
2209,840,100,5,9062.53,15
2210,2998,21,4,47067.51,0
2211,1661,3,1,5440.56,0
2212,2058,109,2,898.12,30
2213,1417,58,-4,8730.15,0
2214,1427,107,4,24542.09,15
2215,2996,75,2,40029.36,0
2216,35,10,2,10201.81,5
2217,1264,135,2,34753.47,20
2218,1331,33,2,4089.14,30
2219,620,4,2,34352.28,20
2220,2755,150,3,48330.85,0
2221,819,17,1,25150.7,0
2222,2470,8,2,19692.54,20
2223,2526,78,4,12350.85,20
2224,1337,149,5,10092.52,25
2225,2938,45,5,41638.52,25
2226,1414,51,1,12584.13,15
2227,2824,115,3,29123.27,15
2228,2997,64,1,27794.67,25
2229,516,102,3,31148.14,30
2230,2051,92,2,25291.32,30
2231,694,2,1,23366.91,25
2232,2353,23,2,42863.06,25
2233,1419,36,5,6737.19,20
2234,2325,84,3,40739.52,0
2235,2302,68,5,42630.24,10
2236,1311,118,4,43178.89,0
2237,974,139,5,17029.82,0
2238,2387,24,3,37253.47,30
2239,854,145,3,37842.92,20
2240,480,149,3,1583.01,20
2241,1341,59,4,26768.65,25
2242,2740,36,1,46324.49,5
2243,2250,26,1,28913.12,20
2244,1953,110,2,10007.09,25
2245,1025,129,2,21055.35,0
2246,413,149,1,16332.53,10
2247,794,105,4,19585.12,25
2248,1000,20,4,29537.66,15
2249,1744,141,5,35948.15,0
2250,2120,129,4,8083.36,5
2251,560,46,4,15846.02,25
2252,200,9,5,755.76,0
2253,1582,32,3,36679.11,0
2254,2376,15,1,46912.32,10
2255,2905,60,3,42235.24,5
2256,2606,9,5,5410.26,30
2257,2357,97,4,5505.07,0
2258,516,139,3,17955.17,0
2259,2388,11,2,42997.95,0
2260,681,148,3,28257.62,0
2261,935,36,2,33985.1,25
2262,1763,10,4,26203.23,15
2263,291,52,-3,30614.11,25
2264,2187,119,3,9761.5,30
2265,806,105,2,33242.24,25
2266,739,99,4,270.52,0
2267,1266,144,1,11201.98,0
2268,1925,131,4,22481.36,25
2269,2429,35,5,1716.8,5
2270,640,136,4,1723.15,30
2271,761,61,1,21923.41,30
2272,2436,44,3,46444.33,20
2273,1907,17,2,42084.3,25
2274,2860,94,1,11482.53,15
2275,1456,114,3,40553.22,30
2276,1324,36,4,28693.58,0
2277,2133,94,1,5655.25,20
2278,1023,60,5,23024.35,10
2279,2026,10,3,43289.67,30
2280,2493,140,2,3432.16,5
2281,1326,16,2,47655.89,0
2282,2563,77,3,42712.81,30
2283,1001,77,5,13980.88,15
2284,1389,20,3,36137.24,30
2285,2614,35,4,41203.17,5
2286,1104,38,4,26290.47,20
2287,2930,131,4,36805.03,25
2288,737,56,-4,17259.9,10
2289,1819,48,4,43397.32,0
2290,635,46,5,39719.57,0
2291,2875,58,2,43358.66,20
2292,986,149,3,25114.92,10
2293,1140,17,5,44882.17,5
2294,15,14,2,10191.11,0
2295,1766,122,2,30638.04,10
2296,2374,140,4,41424.5,30
2297,1789,36,1,39698.12,0
2298,708,139,4,14644.0,5
2299,1584,13,5,8783.21,0
2300,1481,140,4,32570.79,10
2301,2722,55,4,12242.15,30
2302,172,27,4,44613.43,30
2303,966,54,4,41277.3,10
2304,2735,128,3,21683.71,5
2305,2671,57,1,35680.81,0
2306,963,97,4,7226.68,10
2307,1304,79,0,31801.27,25
2308,1550,39,2,38202.19,0
2309,2095,80,5,36569.16,20
2310,2703,16,2,14844.9,0
2311,1812,68,5,41474.1,0
2312,2946,98,2,48221.97,20
2313,2014,140,5,43688.34,5
2314,605,20,4,45563.2,10
2315,867,135,5,12749.48,0
2316,278,4,4,18774.38,0
2317,2699,7,3,42034.65,20
2318,1035,139,3,10000.06,0
2319,331,66,4,12810.61,0
2320,2263,43,3,7872.88,0
2321,2751,141,1,2425.56,15
2322,1805,101,-5,7938.24,20
2323,187,84,1,35637.15,10
2324,2459,17,2,2756.14,0
2325,690,125,3,39426.94,5
2326,2072,73,3,47442.97,5
2327,1610,91,3,13337.56,30
2328,2149,5,2,20573.8,10
2329,1178,143,4,29559.62,0
2330,84,86,1,33569.98,25
2331,1371,150,1,6306.6,5
2332,698,27,1,14482.57,25
2333,949,146,1,24247.03,10
2334,41,8,2,26417.27,30
2335,2171,102,3,10444.97,10
2336,2453,97,0,6798.27,20
2337,238,75,4,27938.53,150
2338,2117,54,5,42886.51,30
2339,2399,73,1,38697.06,0
2340,561,102,5,48714.96,15
2341,1764,108,5,2613.42,0
2342,1640,121,5,13118.16,30
2343,1386,63,4,30510.22,30
2344,2512,57,1,48904.99,5
2345,556,102,1,17319.01,0
2346,2290,120,2,4694.96,10
2347,2468,126,3,36389.32,5
2348,2680,116,4,47640.58,0
2349,1709,118,5,41152.89,20
2350,1378,148,4,19278.05,0
2351,2815,65,1,44856.0,30
2352,2988,149,1,37303.62,10
2353,2891,128,3,44525.84,0
2354,2923,42,1,39659.94,25
2355,280,109,5,25339.71,0
2356,1013,79,1,42957.63,25
2357,2925,108,4,7312.07,15
2358,2844,41,5,7221.35,0
2359,2010,144,5,18383.22,0
2360,2760,150,1,31926.89,10
2361,2850,90,5,9705.39,5
2362,1140,55,4,26504.13,15
2363,2024,6,4,31131.57,10
2364,2909,25,0,3002.54,10
2365,1821,95,4,43079.52,0
2366,1732,80,1,24339.05,20
2367,661,46,5,37470.45,10
2368,845,69,3,28807.37,0
2369,1536,30,5,20581.83,15
2370,1825,94,5,28036.6,5
2371,1984,18,1,48697.25,0
2372,2925,15,4,6062.59,15
2373,1644,1,1,35046.97,10
2374,647,90,4,14711.18,5
2375,1676,102,4,38831.73,0
2376,638,115,5,23462.22,25
2377,1335,3,4,8963.47,25
2378,2952,7,3,5079.55,20
2379,555,43,4,15634.94,0
2380,951,148,1,21079.34,25
2381,1715,14,3,44571.93,0
2382,184,53,4,45406.97,15
2383,2880,90,1,45518.8,5
2384,2874,121,2,39658.5,0
2385,2918,111,4,16182.43,0
2386,2601,46,3,5740.27,20
2387,1137,57,3,48317.56,20
2388,1911,141,1,12026.03,30
2389,1364,116,2,38799.54,25
2390,2677,144,4,18645.87,20
2391,489,8,-4,33296.43,25
2392,641,96,1,44479.71,10
2393,519,49,3,41876.69,30
2394,2687,45,3,43719.09,5
2395,103,9,4,17324.63,15
2396,2406,115,3,23757.37,30
2397,1371,56,1,40140.63,10
2398,1029,86,5,31239.4,25
2399,654,29,2,4504.52,10
2400,316,82,2,21604.95,15
2401,579,33,3,2004.35,30
2402,10,28,3,29163.8,25
2403,2288,138,3,30074.48,10
2404,1238,142,1,25790.55,25
2405,2464,64,1,954.96,30
2406,2428,4,3,25418.0,30
2407,66,50,2,17028.82,0
2408,461,13,3,11106.74,30
2409,2693,111,5,48073.45,5
2410,399,106,4,44490.93,0
2411,1191,111,4,7252.12,0
2412,2808,89,5,38877.42,0
2413,1096,131,5,45077.61,15
2414,706,100,1,12272.34,0
2415,1064,111,3,24797.04,0
2416,1601,91,4,31604.33,5
2417,2354,89,1,28511.99,20
2418,412,102,3,7251.19,15
2419,534,33,-2,49661.22,30
2420,1580,66,1,44635.39,15
2421,1488,126,3,25224.07,0
2422,2065,52,5,1855.03,5
2423,2595,72,2,26543.51,30
2424,512,45,1,19075.48,5
2425,2721,107,2,8203.47,5
2426,967,22,2,12753.13,30
2427,2488,89,3,28073.13,0
2428,550,132,1,4079.25,0
2429,2311,76,3,37457.57,10
2430,915,94,2,41955.03,10
2431,2545,19,1,11954.75,0
2432,1767,110,4,44427.36,20
2433,1053,121,4,2634.42,0
2434,252,76,1,12382.64,25
2435,711,101,1,22375.92,25
2436,1417,57,2,14160.94,0
2437,2423,58,5,18036.17,25
2438,744,117,4,16986.9,0
2439,2697,134,5,5035.39,10
2440,1770,9,2,11553.13,20
2441,2189,126,5,8858.48,0
2442,2733,74,4,34612.62,30
2443,2718,129,5,2846.09,20
2444,2959,63,5,6583.57,0
2445,1300,80,4,33274.97,25
2446,1188,106,4,39665.65,30
2447,2333,133,4,45979.43,5
2448,1334,75,3,35227.94,0
2449,2295,86,4,16642.81,0
2450,1151,118,2,6925.09,5
2451,2390,98,3,47185.57,25
2452,2336,22,4,40514.03,0
2453,2254,32,1,12813.35,30
2454,2736,107,5,4336.04,25
2455,1394,28,3,38069.61,20
2456,2591,4,-5,31576.57,15
2457,1982,47,3,42897.51,10
2458,2952,101,4,30976.88,30
2459,184,89,1,7806.66,15
2460,2673,56,3,16410.95,20
2461,2767,115,4,45164.87,0
2462,1372,137,4,3526.47,10
2463,2418,113,0,45627.45,0
2464,2809,47,-5,4312.69,0
2465,1083,101,4,30232.17,25
2466,1119,122,2,37511.51,25
2467,698,75,2,32838.86,5
2468,207,56,2,46515.25,15
2469,1485,84,5,19018.92,5
2470,44,122,5,33076.26,0
2471,918,77,4,36314.81,0
2472,1552,23,3,30394.33,20
2473,969,28,5,45830.6,15
2474,1222,66,2,29174.27,0
2475,1380,101,4,32614.68,5
2476,2913,31,1,12985.89,25
2477,2918,15,3,4565.78,15
2478,801,122,2,8046.57,0
2479,2440,82,5,23067.5,0
2480,1222,133,5,23736.46,0
2481,2479,99,5,16316.62,30
2482,1959,3,1,10883.7,0
2483,528,101,5,13127.91,0
2484,1023,112,5,18017.32,25
2485,555,18,5,32325.07,0
2486,1447,106,1,45364.3,15
2487,642,40,2,6525.82,30
2488,2009,7,4,7610.5,0
2489,2923,46,5,17872.88,0
2490,1798,135,5,44693.95,15
2491,2452,105,3,26336.09,10
2492,2044,69,4,1739.73,0
2493,1006,27,1,27553.87,15
2494,202,135,5,15838.8,10
2495,1437,7,3,16037.02,0
2496,2303,143,4,48311.65,10
2497,326,55,4,27425.26,20
2498,1574,76,4,11001.94,10
2499,1814,71,5,47636.01,0
2500,2837,111,2,3759.51,0
2501,1987,75,2,12281.44,15
2502,675,30,5,31688.08,10
2503,1707,7,5,28205.45,0
2504,1105,91,5,48513.56,20
2505,2182,82,5,21982.23,10
2506,2952,60,4,22088.96,30
2507,2147,116,3,34014.54,15
2508,1003,29,5,13234.11,20
2509,1783,63,5,12586.17,25
2510,971,113,2,13744.54,25
2511,1571,19,5,28161.13,30
2512,1530,127,5,48671.81,0
2513,2436,11,1,664.15,10
2514,465,113,2,14254.9,15
2515,276,147,2,14557.97,0
2516,1923,27,2,46889.94,0
2517,1665,87,2,9777.72,15
2518,1935,81,5,19827.77,0
2519,2992,31,0,24529.83,25
2520,1333,121,5,38924.46,25
2521,1905,109,2,22810.04,30
2522,1792,99,-4,28490.67,25
2523,1335,86,1,34321.59,10
2524,1491,12,4,7896.05,0
2525,71,114,5,47481.14,20
2526,1838,133,2,834.2,10
2527,1439,109,4,16008.41,30
2528,2970,114,2,27703.11,30
2529,141,130,5,35606.41,5
2530,10,94,2,31351.46,0
2531,889,95,1,48688.59,15
2532,778,12,4,3288.05,0
2533,1301,100,5,1453.28,0
2534,2133,86,2,27859.46,0
2535,2970,147,2,5216.08,150
2536,2821,50,5,18630.35,5
2537,2291,67,5,38929.27,30
2538,1735,114,2,16831.81,20
2539,1635,122,4,28227.89,25
2540,1340,75,1,37265.25,25
2541,2700,34,3,8982.83,30
2542,2057,141,-1,16041.83,15
2543,620,55,3,18021.46,25
2544,191,135,1,869.99,10
2545,243,120,3,18979.81,30
2546,1754,30,1,19151.21,20
2547,2654,73,1,32737.52,0
2548,1278,86,5,27708.85,0
2549,1957,6,4,34104.46,20
2550,1261,62,3,34815.79,30
2551,2777,58,4,14679.42,0
2552,1247,93,3,4909.07,0
2553,905,61,3,14874.51,0
2554,2650,105,4,1809.14,0
2555,1065,92,2,27461.21,10
2556,2967,141,5,31616.72,15
2557,42,148,4,28253.21,30
2558,864,19,4,25079.2,0
2559,1665,137,5,11529.65,30
2560,2469,28,2,5102.34,10
2561,1675,99,2,7781.64,15
2562,443,33,4,19763.37,0
2563,2393,91,4,47093.82,25
2564,153,143,1,30863.92,25
2565,949,57,1,4747.68,20
2566,1138,45,4,13289.53,10
2567,1710,86,1,5284.2,0
2568,1163,89,5,45151.16,20
2569,1171,95,3,28689.17,0
2570,2992,119,5,24281.06,20
2571,2470,49,5,29731.76,15
2572,1280,45,0,40092.3,10
2573,496,80,4,13549.52,0
2574,508,49,3,17693.43,20
2575,809,37,4,10430.7,10
2576,2818,93,3,33367.31,10
2577,2575,93,2,18421.16,30
2578,253,131,3,8637.56,0
2579,1929,19,2,1679.32,0
2580,868,126,5,12449.12,20
2581,1849,64,2,22468.82,20
2582,1780,86,5,29052.67,10
2583,2202,115,4,7594.88,10
2584,2501,50,1,31878.45,25
2585,2981,104,4,30196.74,0
2586,1354,59,4,32326.04,5
2587,131,49,1,35576.49,5
2588,1982,116,-5,2109.48,5
2589,2188,57,2,39784.67,0
2590,432,102,4,7918.1,20
2591,239,31,5,34671.51,15
2592,295,29,3,44710.0,25
2593,387,93,4,43019.74,0
2594,1547,110,1,11822.24,20
2595,1187,102,1,49443.57,0
2596,1274,127,5,46658.35,15
2597,2254,38,4,39614.12,5
2598,1704,33,1,3915.46,25
2599,2384,128,1,44219.53,0
2600,2506,123,3,26572.19,20
2601,204,137,2,19597.1,0
2602,172,114,2,26296.45,25
2603,1150,51,-5,30158.46,0
2604,214,88,4,24144.67,0
2605,1166,127,3,32681.18,30
2606,2170,44,1,26670.82,15
2607,626,54,2,33966.13,15
2608,460,76,5,27555.84,10
2609,1507,75,2,20120.83,10
2610,1099,117,5,31477.25,0
2611,1105,110,2,41800.05,5
2612,1436,93,3,45909.78,30
2613,2019,93,-1,37396.47,0
2614,223,49,1,31525.96,0
2615,1486,129,1,5544.06,15
2616,2379,108,-3,15653.5,0
2617,2532,52,2,46800.46,0
2618,1570,14,5,37174.9,0
2619,1633,59,2,2671.62,30
2620,780,27,1,22471.46,10
2621,1025,12,3,31860.14,15
2622,302,3,1,16669.1,25
2623,954,92,2,18271.84,15
2624,1771,62,3,32625.4,0
2625,761,135,4,19872.78,15
2626,89,44,3,18348.31,25
2627,1178,21,3,4318.23,15
2628,527,127,5,24685.41,15
2629,500,81,5,31241.1,30
2630,2926,30,4,12501.26,25
2631,1300,30,1,13191.56,0
2632,2052,80,3,22008.04,0
2633,836,114,1,42085.7,10
2634,3,105,4,47199.36,0
2635,1949,2,2,32493.98,0
2636,1652,23,-4,32530.05,0
2637,2753,33,4,4569.19,30
2638,2663,23,4,48242.25,25
2639,1465,109,-3,3238.06,15
2640,532,103,1,27670.12,0
2641,308,32,4,38126.97,0
2642,2707,18,1,15889.33,10
2643,1788,37,3,6390.13,0
2644,1204,33,1,25585.11,20
2645,2124,90,1,7482.96,10
2646,1731,101,3,24787.57,20
2647,772,60,1,13553.31,15
2648,139,83,3,10699.08,0
2649,2630,75,4,31655.19,0
2650,2226,12,4,34240.8,15
2651,1540,14,1,11409.72,0
2652,2849,83,3,41898.8,5
2653,2876,58,3,42834.78,25
2654,2470,123,1,38599.67,0
2655,1487,62,1,24210.18,15
2656,17,145,2,37394.32,30
2657,1630,143,5,941.58,15
2658,88,84,3,46088.95,0
2659,2174,69,4,25291.06,20
2660,2484,45,3,4787.72,15
2661,145,98,2,44602.38,0
2662,2183,14,4,38118.81,0
2663,483,118,5,27742.78,0
2664,334,48,3,17343.5,5
2665,1410,110,1,34980.23,10
2666,1144,45,4,7241.5,15
2667,953,126,3,33827.89,10
2668,49,65,2,44824.33,10
2669,2661,131,4,14410.05,15
2670,2714,85,5,39689.72,5
2671,2626,1,5,36972.6,30
2672,2490,58,4,24453.74,25
2673,1859,39,2,21142.66,0
2674,609,22,2,44412.91,0
2675,850,13,-1,18679.14,0
2676,1066,104,5,38821.01,10
2677,425,44,2,9108.93,0
2678,2285,124,2,35208.41,25
2679,2948,148,3,5286.1,25
2680,2158,91,5,10294.84,0
2681,458,109,5,2751.53,0
2682,2442,54,4,11632.66,25
2683,1236,70,5,40213.91,30
2684,1820,72,4,27209.3,0
2685,856,115,1,19814.64,10
2686,1283,79,1,49185.75,0
2687,953,92,3,6551.92,5
2688,2261,26,1,27792.53,0
2689,952,133,3,36471.54,30
2690,1972,142,2,36829.24,5
2691,1521,110,3,40352.69,5
2692,137,115,1,44590.5,0
2693,2714,103,2,5038.47,0
2694,2855,24,1,16881.12,5
2695,1004,126,2,12818.9,0
2696,2019,20,-4,24307.99,5
2697,400,138,5,777.66,15
2698,185,123,2,41414.87,25
2699,1223,33,3,23935.18,0
2700,1316,16,4,28797.89,0
2701,897,99,4,1260.22,25
2702,2983,9,5,33088.57,0
2703,1286,83,1,28440.09,20
2704,1078,72,3,22362.58,30
2705,2987,115,3,48488.16,10
2706,2605,93,1,46165.88,15
2707,1150,3,5,36480.79,25
2708,2464,63,1,11242.63,10
2709,322,78,1,2655.55,25
2710,296,66,3,25981.4,0
2711,56,11,3,20646.57,15
2712,1893,99,5,48390.09,25
2713,1480,105,1,29069.06,0
2714,1624,109,2,4203.62,5
2715,2854,121,5,49387.63,0
2716,438,99,3,3040.92,0
2717,1352,6,3,1125.64,0
2718,1052,19,4,40207.46,20
2719,416,11,2,12412.87,25
2720,238,42,3,20694.08,10
2721,1139,98,5,47420.28,30
2722,738,65,3,11435.12,30
2723,276,23,2,13629.22,10
2724,2918,41,5,48957.69,0
2725,1091,77,5,15322.18,0
2726,1268,99,3,12790.68,20
2727,2376,40,3,25181.72,30
2728,1953,63,4,40286.95,20
2729,2344,121,2,12449.16,0
2730,2306,26,5,42341.69,25
2731,1783,118,4,37689.8,0
2732,2464,49,3,6352.67,5
2733,1783,149,4,26570.82,15
2734,1833,82,5,42293.47,20
2735,871,107,4,13909.76,25
2736,1972,29,3,42301.22,25
2737,227,35,3,34875.74,15
2738,1156,66,5,39222.73,30
2739,1327,34,3,24556.04,10
2740,2252,69,3,33471.74,25
2741,2758,105,2,13610.78,0
2742,1368,7,5,39028.33,25
2743,1926,34,5,7188.37,20
2744,2754,130,5,27788.36,10
2745,646,110,-4,21212.27,30
2746,2606,48,4,13246.93,0
2747,2458,74,2,48027.25,20
2748,1771,91,2,23378.37,30
2749,1140,126,1,49749.04,0
2750,2787,110,5,34345.36,0
2751,721,89,1,17466.72,25
2752,1968,131,2,2351.75,30
2753,884,79,-5,38550.83,10
2754,1771,147,2,14106.26,30
2755,2854,98,5,30677.98,0
2756,715,147,3,12401.5,0
2757,2267,119,5,45746.4,15
2758,337,38,1,28165.98,0
2759,2469,99,4,12727.71,5
2760,1189,49,5,17894.48,10
2761,2171,129,3,23993.08,10
2762,2581,84,1,49057.49,0
2763,1946,35,1,40710.36,20
2764,191,85,3,30888.59,0
2765,2682,79,5,19759.02,30
2766,2898,125,5,43990.36,30
2767,1100,21,2,22150.04,30
2768,1054,128,5,2647.86,0
2769,2888,43,5,39729.15,15
2770,1154,26,3,25713.94,0
2771,83,68,1,40293.39,0
2772,1147,64,2,9042.62,15
2773,409,75,5,15926.62,0
